시간,규모,진앙,위도,경도,위치
2021-06-1311:57:00PM,2.5,15,41.29,129.13,북한함경북도길주북북서쪽41km지역
2021-06-1410:42:00PM,2.4,20,35.81,129.77,경북포항시남구동남동쪽43km해역
2021-07-076:57:00AM,2.3,20,36.77,128.46,경북예천군북쪽14km지역
2021-07-266:50:00AM,2.2,14,36.32,128.21,경북상주시남남동쪽11km지역
2021-07-315:17:00AM,2.5,22,35.65,128.4,대구달성군남남서쪽14km지역
2021-08-012:19:00PM,2.2,13,35.65,129.53,울산북구동북동쪽17km해역
2021-08-159:32:00AM,2,18,35.1,129.78,부산기장군동남동쪽53km해역
2021-08-184:57:00PM,2.1,0,35.1,129.84,부산기장군동남동쪽58km해역
2021-08-2010:26:00PM,2.1,5,38.37,127.99,북한강원회양남동쪽50km지역
2021-08-219:40:00AM,4,7,35.7,124.7,전북군산시어청도서남서쪽124km해역
2021-08-263:58:00PM,2.3,17,35.07,125.12,전남신안군흑산도북북서쪽52km해역
2021-08-287:03:00AM,2.2,15,35,127.73,전남광양시북북동쪽7km지역
2021-08-291:03:00PM,2.2,9,35.31,128.49,경남함안군동북동쪽9km지역
2021-08-296:47:00PM,2.6,15,36.98,125.02,충남태안군서격렬비도북서쪽62km해역
2021-09-016:39:00PM,2.4,15,41.3,129.13,북한함경북도길주북북서쪽42km지역
2021-09-113:47:00AM,2.1,8,41.29,129.15,북한함경북도길주북북서쪽40km지역
2021-09-122:04:00AM,2.1,13,35.53,128.53,경남창녕군동남동쪽4km지역
2021-09-143:36:00AM,2.2,16,35.41,128.78,경남밀양시남남동쪽11km지역
2021-09-175:30:00AM,2.2,8,36.71,126.12,충남태안군서남서쪽16km지역
2021-09-206:58:00AM,2.2,8,34.88,127.25,전남보성군북동쪽20km지역
2021-09-2312:02:00PM,2.6,16,35.42,128.49,경남창녕군남쪽14km지역
2021-10-069:55:00PM,2.5,13,35.25,127.86,경남하동군북북동쪽23km지역
2021-10-1711:13:00PM,2.4,33,41.26,129.45,북한함경북도길주북북동쪽36km지역
2021-10-196:41:00AM,2.6,0,40.37,127.28,북한함경남도장진동남동쪽4km지역
2021-10-196:45:00AM,2.8,0,40.41,127.27,북한함경남도장진북동쪽4km지역
2021-10-1910:13:00PM,2.2,22,35.9,129.75,경북포항시남구동남동쪽37km해역
2021-10-226:51:00AM,2.4,14,36.9,128.22,충북제천시남쪽26km지역
2021-11-121:31:00AM,2.1,8,36.15,129.38,경북포항시북구북쪽12km지역
2021-11-1611:57:00AM,2.1,18,35.06,125.06,전남신안군흑산도북서쪽54km해역
2021-11-168:53:00PM,2.1,8,34.5,125.9,전남진도군서쪽33km해역
2021-11-171:39:00AM,2.9,19,35.66,129.75,울산동구동북동쪽35km해역
2021-11-192:35:00AM,2.2,11,33.85,124.77,전남신안군흑산도남남서쪽109km해역
2021-11-225:19:00AM,2.1,7,35.48,127.11,전북순창군북북서쪽12km지역
2021-12-0412:33:00PM,2.3,20,38.02,124.52,인천옹진군백령도서북서쪽16km해역
2021-12-0910:57:00AM,2.6,17,33.85,125.51,전남신안군흑산도남쪽91km해역
2021-12-145:19:00PM,4.9,17,33.09,126.16,제주서귀포시서남서쪽41km해역
2021-12-153:06:00PM,2.8,14,33.14,126.15,제주서귀포시서남서쪽40km해역
2021-12-1510:02:00PM,2.3,10,35.79,127.8,경남거창군북서쪽15km지역
2021-12-176:22:00AM,3.2,18,33.12,126.18,제주서귀포시서남서쪽38km해역
